int.rate,fico,not.fully.paid
0.1114,737,0
0.1218,717,0
0.1253,722,1
0.1218,722,0
0.1148,812,0
0.1253,692,0
0.1357,702,0
0.1496,672,1
0.1148,732,0
0.1392,687,0
0.1704,747,1
0.1565,732,0
0.0894,737,1
0.1531,677,0
0.1392,702,0
0.074,797,0
0.1531,662,0
0.16,662,0
0.1531,792,0
0.1253,702,0
0.167,672,0
0.1114,737,0
0.1183,717,1
0.1704,662,0
0.1287,687,0
0.0774,802,0
0.1114,737,0
0.1253,697,0
0.1496,672,0
0.1426,687,0
0.1114,727,0
0.1253,702,0
0.0774,767,0
0.0859,737,0
0.2017,672,1
0.1357,702,0
0.0859,762,0
0.1218,697,0
0.1183,717,0
0.0705,772,0
0.1148,777,0
0.1426,677,0
0.0894,802,0
0.1287,712,0
0.1426,667,0
0.0774,747,0
0.1392,677,0
0.1148,722,0
0.1218,707,0
0.1704,667,0
0.1357,702,0
0.1531,662,1
0.1148,762,0
0.1218,732,0
0.1287,702,0
0.1183,742,0
0.0894,742,0
0.1253,702,0
0.1287,707,0
0.1461,707,1
0.1114,772,0
0.1392,677,0
0.0894,757,0
0.0894,752,0
0.1982,667,1
0.1357,702,0
0.1774,702,1
0.1183,742,0
0.0894,732,0
0.1704,677,0
0.0894,777,0
0.1357,687,0
0.1426,667,0
0.1461,767,1
0.1253,692,0
0.1148,737,0
0.1426,687,0
0.1183,742,0
0.1148,727,0
0.1114,717,0
0.1183,717,0
0.1287,682,0
0.1148,742,0
0.1635,662,0
0.1218,717,1
0.1565,717,0
0.1322,707,0
0.1218,722,0
0.1253,702,1
0.1183,742,0
0.1392,687,0
0.1218,697,0
0.1635,672,0
0.1426,682,0
0.1114,732,0
0.1357,727,0
0.1461,732,0
0.0894,762,0
0.0774,782,0
0.0774,752,0
0.1183,732,0
0.1183,712,0
0.1148,727,1
0.1322,682,0
0.1357,682,0
0.1531,672,1
0.1218,692,0
0.0774,752,0
0.0894,777,1
0.1218,692,0
0.1426,687,1
0.1357,692,0
0.1287,687,0
0.1322,687,0
0.1322,717,0
0.0894,762,0
0.1253,712,0
0.1114,767,0
0.1287,692,0
0.1218,742,1
0.1287,707,1
0.074,757,0
0.1565,662,0
0.1809,677,0
0.0774,762,0
0.1148,737,0
0.074,757,0
0.0894,792,0
0.1392,682,0
0.1114,727,1
0.0774,782,0
0.1392,742,1
0.1357,672,0
0.1253,717,1
0.1218,707,1
0.1114,757,0
0.1635,762,0
0.1218,712,0
0.1287,682,0
0.1287,692,1
0.1218,722,0
0.0859,752,0
0.1183,747,0
0.1148,757,0
0.1947,667,0
0.1253,772,0
0.1148,737,1
0.0859,737,0
0.1426,682,1
0.1183,732,0
0.1426,667,0
0.0859,767,0
0.1218,692,0
0.1218,697,1
0.1218,717,0
0.1218,722,1
0.1183,717,0
0.1148,717,0
0.1218,707,0
0.0859,747,0
0.1148,767,0
0.0859,752,0
0.1774,702,0
0.1357,707,0
0.0894,732,0
0.1287,722,0
0.1287,682,0
0.1148,737,0
0.1496,752,0
0.1357,787,0
0.1704,682,0
0.1148,742,0
0.1565,737,1
0.1392,677,0
0.167,682,0
0.1114,717,0
0.1287,702,0
0.1183,732,1
0.1357,702,1
0.1148,777,0
0.16,662,1
0.1287,687,0
0.1253,697,0
0.1218,707,0
0.0859,772,0
0.1183,732,1
0.0894,737,0
0.1218,707,0
0.1426,687,1
0.1114,742,0
0.1287,777,0
0.1565,687,0
0.1496,722,0
0.1114,762,1
0.0894,727,0
0.1461,712,0
0.0774,792,0
0.0774,787,0
0.1183,732,0
0.1774,677,0
0.0859,732,0
0.1322,677,0
0.1287,697,0
0.1114,722,0
0.1843,667,0
0.1114,722,0
0.1531,697,0
0.1496,677,0
0.1218,737,0
0.1357,677,0
0.0774,742,0
0.1357,672,0
0.1496,792,0
0.0894,772,0
0.16,682,0
0.1218,697,0
0.0859,782,0
0.1183,717,0
0.1253,697,0
0.1461,697,0
0.074,787,0
0.1218,767,0
0.0774,767,0
0.0774,777,0
0.074,772,0
0.1183,732,0
0.1426,697,0
0.1426,687,0
0.1635,682,0
0.167,677,0
0.1218,712,0
0.1357,682,0
0.16,697,0
0.1531,682,1
0.0774,752,0
0.16,687,0
0.1148,717,0
0.16,662,0
0.0894,787,0
0.16,662,0
0.1392,707,0
0.1183,732,1
0.1322,707,1
0.1392,727,0
0.0774,777,1
0.1253,702,0
0.1531,752,0
0.1392,692,0
0.1253,727,0
0.1461,702,0
0.1496,692,0
0.1183,742,0
0.1531,667,0
0.1426,687,0
0.0894,717,0
0.16,717,1
0.1114,712,1
0.1183,747,1
0.1531,667,0
0.1148,752,0
0.1287,717,1
0.1913,662,0
0.1253,687,1
0.1461,677,0
0.0859,737,1
0.1287,717,0
0.1218,712,0
0.1322,697,1
0.1253,717,0
0.1253,687,0
0.1392,682,0
0.1322,677,0
0.1357,712,0
0.1322,682,0
0.1357,692,0
0.0751,747,0
0.1531,677,0
0.1183,742,0
0.1183,742,0
0.0894,772,0
0.074,747,0
0.1253,722,1
0.16,702,0
0.0894,772,0
0.1218,707,0
0.1531,662,1
0.1218,702,0
0.0894,727,0
0.1461,687,0
0.1183,707,0
0.0894,777,0
0.1565,692,0
0.074,762,0
0.0894,722,1
0.16,672,0
0.1392,682,0
0.1253,687,0
0.1253,677,0
0.1114,717,0
0.074,807,0
0.0859,727,0
0.167,662,0
0.1392,742,0
0.1426,682,0
0.0859,742,0
0.1322,712,0
0.1392,677,0
0.1218,747,0
0.1253,692,1
0.1357,697,0
0.1183,712,0
0.16,667,0
0.1218,772,0
0.0894,757,0
0.1461,692,0
0.1322,812,0
0.1426,692,0
0.0894,757,0
0.074,782,0
0.0859,757,0
0.1531,737,0
0.1426,692,0
0.0774,772,0
0.1496,697,0
0.1635,707,0
0.1426,687,0
0.1287,707,0
0.1565,667,0
0.1774,662,1
0.1253,727,0
0.0894,752,0
0.1183,747,0
0.1148,737,0
0.1183,752,1
0.1496,662,0
0.1496,667,0
0.1392,687,0
0.1322,682,0
0.1565,677,1
0.1287,707,0
0.167,667,1
0.0894,777,0
0.074,807,1
0.1183,742,0
0.0705,777,0
0.1392,682,0
0.1357,702,0
0.074,757,0
0.1218,702,1
0.1287,707,1
0.0859,732,0
0.1114,712,1
0.1357,697,0
0.1704,692,0
0.0774,757,0
0.1461,687,0
0.1426,687,0
0.1531,667,0
0.074,792,0
0.1322,697,0
0.1287,742,1
0.074,807,0
0.074,802,0
0.1114,727,0
0.1148,797,0
0.1183,717,0
0.0894,727,0
0.1322,702,0
0.1357,697,0
0.1183,702,0
0.1635,672,1
0.0894,742,0
0.0894,787,0
0.1461,677,0
0.1531,672,0
0.1253,697,0
0.1565,667,0
0.1357,682,1
0.0894,782,0
0.1218,722,0
0.1809,667,0
0.1253,717,0
0.0894,727,0
0.1496,782,1
0.0894,767,0
0.1392,682,0
0.1218,737,1
0.1218,712,0
0.0774,787,0
0.1322,707,0
0.1287,717,0
0.1392,682,0
0.1253,722,0
0.1253,702,0
0.1218,712,0
0.1287,702,0
0.1982,692,0
0.1253,757,1
0.1635,712,0
0.0894,777,0
0.1287,697,1
0.0859,737,0
0.1218,707,0
0.1496,702,1
0.1426,707,0
0.0894,747,0
0.1392,687,0
0.1114,772,1
0.1183,727,0
0.1392,697,1
0.1114,727,0
0.0774,762,0
0.1148,802,0
0.1426,682,0
0.0894,732,1
0.0774,782,0
0.1253,707,0
0.1148,812,0
0.1531,697,0
0.0894,757,0
0.1635,667,0
0.1322,687,0
0.0894,772,0
0.1218,692,0
0.1218,742,0
0.1322,692,0
0.1218,722,0
0.1114,722,0
0.0894,732,0
0.1461,667,1
0.16,747,1
0.1253,727,0
0.1114,727,0
0.1218,692,0
0.1704,672,0
0.1287,702,1
0.1461,697,0
0.0859,752,0
0.1913,662,0
0.1565,687,0
0.1287,717,1
0.1461,667,0
0.1392,712,0
0.1218,752,0
0.1357,702,0
0.1531,692,1
0.1114,747,0
0.1357,687,0
0.0894,747,0
0.0859,802,0
0.1148,717,0
0.1426,667,0
0.1183,752,0
0.16,662,0
0.1426,682,0
0.1114,802,0
0.0859,787,0
0.1565,692,0
0.1148,712,0
0.1183,737,1
0.1218,727,0
0.1253,692,0
0.1635,782,1
0.1739,667,0
0.0894,742,0
0.0894,742,1
0.1287,692,0
0.1218,747,0
0.0894,737,1
0.1114,732,0
0.0859,752,0
0.1253,707,0
0.1114,727,0
0.1322,752,0
0.1287,677,0
0.1287,707,0
0.1287,692,0
0.1183,742,0
0.1322,737,1
0.1322,697,0
0.1704,707,0
0.16,662,0
0.074,767,0
0.1739,672,1
0.1218,707,0
0.1843,702,0
0.1183,757,0
0.0894,752,0
0.1148,717,0
0.1496,707,0
0.1531,682,0
0.1287,697,0
0.1114,737,0
0.1357,672,1
0.1426,702,0
0.1565,732,0
0.1114,737,0
0.1565,707,0
0.1218,697,0
0.167,662,0
0.1322,702,0
0.1357,677,1
0.0859,742,0
0.1253,707,0
0.1287,692,0
0.1183,727,0
0.0894,737,1
0.1357,702,0
0.0894,722,0
0.1148,717,0
0.1218,712,0
0.0859,797,0
0.1183,697,0
0.1148,702,0
0.0894,807,0
0.1287,682,0
0.1114,722,0
0.1392,692,0
0.1148,727,0
0.0894,767,0
0.0774,732,0
0.1183,697,0
0.1426,672,1
0.0859,757,0
0.074,802,0
0.1183,717,1
0.1496,752,0
0.1496,702,0
0.1357,722,1
0.0859,732,0
0.1287,722,1
0.1183,702,0
0.0859,732,0
0.0859,742,0
0.1114,732,1
0.1392,687,0
0.1253,782,0
0.1183,802,1
0.1357,682,0
0.0774,757,0
0.0894,762,0
0.0894,742,0
0.167,682,0
0.1114,762,0
0.1322,702,0
0.1357,692,0
0.1148,707,1
0.1287,687,0
0.1461,692,0
0.1148,732,0
0.1253,697,1
0.1461,667,1
0.0894,747,0
0.1148,727,1
0.1148,707,0
0.1843,667,0
0.16,672,0
0.1357,692,0
0.16,682,1
0.1287,702,0
0.074,782,0
0.1531,777,1
0.0859,742,0
0.1565,682,0
0.0774,752,0
0.0859,747,0
0.1253,742,0
0.0774,762,0
0.1426,677,0
0.1218,727,0
0.1357,702,0
0.1357,697,0
0.1148,742,0
0.0894,792,0
0.0774,787,0
0.1148,742,0
0.1496,662,0
0.2017,662,0
0.1565,702,0
0.1496,687,0
0.0894,727,1
0.1218,692,0
0.1392,677,1
0.1496,677,0
0.0894,752,0
0.0894,797,0
0.0894,727,0
0.1496,662,0
0.1218,702,0
0.1287,687,0
0.1148,727,0
0.0894,747,0
0.1253,717,0
0.1148,732,0
0.1287,692,0
0.1253,732,1
0.1565,682,0
0.1565,677,0
0.1565,667,0
0.1114,792,0
0.1218,712,0
0.0894,747,0
0.1253,687,0
0.1253,737,0
0.1357,807,0
0.1148,722,0
0.1704,672,1
0.0774,807,0
0.1426,687,0
0.0774,792,0
0.1114,807,0
0.1253,702,0
0.1531,757,0
0.0894,737,1
0.1322,712,0
0.1114,762,0
0.1183,692,0
0.1114,722,0
0.0774,797,0
0.1461,742,1
0.1426,667,0
0.1287,682,0
0.1531,747,0
0.1148,797,1
0.1218,692,0
0.0859,767,0
0.1461,677,0
0.1287,692,0
0.1947,667,1
0.1148,782,0
0.0859,742,0
0.1357,667,0
0.1426,697,0
0.0774,772,0
0.1357,687,0
0.0705,772,0
0.0774,742,0
0.1218,787,0
0.0894,797,0
0.1982,667,0
0.1392,697,0
0.0859,772,0
0.1218,707,0
0.0774,792,0
0.1531,662,0
0.1635,662,0
0.1357,687,0
0.1357,702,0
0.1531,707,0
0.1531,672,1
0.1322,692,0
0.167,682,0
0.1287,707,0
0.0894,737,0
0.1392,682,0
0.0859,752,1
0.1461,672,0
0.1148,737,0
0.0774,762,0
0.1183,737,0
0.1183,712,0
0.1496,707,1
0.1461,687,0
0.074,782,0
0.0774,777,0
0.1114,777,0
0.2017,672,0
0.1947,667,0
0.1461,692,0
0.1253,692,0
0.1635,677,0
0.0774,757,0
0.1218,727,0
0.1704,687,0
0.0859,762,0
0.0774,797,0
0.1461,712,0
0.0859,747,0
0.1114,742,0
0.0894,762,0
0.1287,692,0
0.1148,767,0
0.1183,712,0
0.0894,722,0
0.1253,717,0
0.1114,752,0
0.0859,742,0
0.1114,717,0
0.0894,802,0
0.1565,662,1
0.1114,747,0
0.1218,712,0
0.1287,702,1
0.1426,692,0
0.1426,687,1
0.1114,737,0
0.1287,777,0
0.1635,677,0
0.1426,667,0
0.1496,707,0
0.1461,792,0
0.1531,722,0
0.1148,737,0
0.0894,762,0
0.0894,772,0
0.1148,702,0
0.0774,762,0
0.0894,752,0
0.1148,752,0
0.1496,687,0
0.1183,702,0
0.16,702,1
0.0859,722,0
0.1148,742,1
0.0894,747,0
0.1392,757,0
0.1774,662,0
0.1739,667,0
0.1392,682,0
0.1183,702,0
0.1148,722,0
0.1322,717,0
0.167,707,0
0.1496,702,0
0.1392,672,0
0.0894,732,0
0.1287,697,0
0.1357,692,0
0.1565,682,0
0.1218,697,0
0.1218,707,0
0.1392,682,1
0.1253,702,0
0.1253,712,1
0.1322,707,0
0.1531,682,1
0.1183,722,0
0.0859,802,0
0.1392,697,1
0.1183,812,0
0.1461,692,0
0.1253,707,0
0.1218,712,0
0.1253,697,0
0.1183,707,0
0.1148,712,0
0.1565,662,0
0.1114,722,0
0.0859,722,0
0.1253,697,0
0.1392,677,0
0.1392,702,0
0.1496,677,0
0.0774,767,0
0.1392,692,1
0.1183,737,0
0.1774,667,0
0.1218,697,0
0.1461,667,0
0.1218,697,0
0.1183,697,0
0.1739,667,0
0.1531,662,0
0.1253,692,0
0.1496,682,0
0.1218,717,0
0.1253,687,0
0.0894,732,0
0.1461,677,1
0.1392,677,0
0.1218,727,1
0.1183,732,0
0.1287,712,0
0.0774,777,1
0.1114,727,1
0.1148,782,0
0.0894,717,0
0.1148,717,0
0.0894,757,0
0.0894,752,0
0.0894,732,0
0.1496,687,0
0.1913,662,1
0.1531,672,1
0.16,757,0
0.1357,752,1
0.0859,757,0
0.1426,682,0
0.1565,697,0
0.1322,712,0
0.1565,727,0
0.1565,682,0
0.1148,732,0
0.1392,667,0
0.1148,737,0
0.1183,727,0
0.0774,782,0
0.1357,697,0
0.1253,732,0
0.167,692,0
0.1114,712,0
0.0774,772,0
0.1287,747,0
0.1392,682,0
0.1183,717,0
0.1322,682,0
0.1531,712,0
0.0705,772,0
0.1114,722,0
0.1183,722,0
0.1357,682,1
0.1496,667,0
0.1322,707,0
0.1531,672,0
0.1392,677,0
0.1322,757,1
0.074,797,0
0.1426,662,0
0.1635,717,0
0.1496,702,0
0.1183,702,0
0.1322,707,0
0.1287,687,0
0.0894,757,0
0.1426,702,1
0.0894,742,0
0.1183,737,0
0.1357,677,0
0.1253,682,0
0.1253,722,1
0.1635,662,0
0.1357,682,0
0.1565,672,0
0.1565,797,0
0.1322,677,0
0.1183,737,0
0.1461,662,0
0.1531,712,0
0.1183,767,0
0.1218,707,1
0.1253,687,0
0.1148,717,0
0.1287,692,0
0.2086,672,0
0.074,772,0
0.0894,792,0
0.1565,702,0
0.06,747,0
0.1704,667,0
0.1461,747,0
0.1496,702,0
0.1322,677,0
0.1183,722,0
0.0894,732,0
0.1114,757,0
0.1496,667,0
0.0859,752,0
0.1218,712,0
0.1183,702,1
0.0894,747,0
0.0788,717,0
0.1322,682,0
0.0894,747,0
0.0859,777,0
0.1183,727,0
0.1357,692,0
0.167,672,0
0.1392,672,0
0.0774,772,0
0.0894,762,0
0.1183,722,0
0.0774,747,0
0.1392,667,0
0.1357,672,0
0.0774,797,0
0.1183,742,0
0.0894,762,0
0.1322,682,0
0.1531,667,0
0.1218,707,0
0.1218,712,0
0.1253,742,0
0.16,697,0
0.1565,697,0
0.1287,692,0
0.074,782,0
0.1496,677,0
0.1114,722,0
0.1287,697,0
0.1148,742,0
0.1322,712,0
0.1496,662,0
0.1253,692,0
0.16,717,0
0.1531,667,1
0.074,787,0
0.1218,717,0
0.1218,717,0
0.1461,737,0
0.1843,687,0
0.1253,757,1
0.1531,747,0
0.1287,727,1
0.0894,727,0
0.074,767,0
0.1183,812,0
0.074,762,0
0.0859,727,0
0.0859,767,0
0.0774,762,0
0.1218,747,0
0.1287,682,1
0.1392,682,0
0.1253,697,0
0.0788,762,0
0.1287,687,0
0.1287,697,0
0.1461,662,0
0.0894,767,0
0.1148,757,0
0.0894,757,0
0.1426,702,0
0.1114,722,0
0.16,757,1
0.1287,687,1
0.1183,807,0
0.1114,757,0
0.1218,707,0
0.16,682,1
0.1148,712,0
0.1357,717,0
0.1114,752,0
0.1218,707,0
0.0894,782,0
0.1218,717,0
0.1322,687,0
0.1531,667,1
0.0859,732,0
0.1183,722,0
0.0859,747,0
0.1461,722,0
0.1287,722,0
0.1357,702,0
0.0894,717,0
0.0894,742,0
0.1253,702,0
0.0894,742,0
0.074,752,0
0.1114,772,0
0.1218,692,1
0.1809,662,0
0.1531,682,0
0.1392,677,0
0.0894,812,0
0.074,772,0
0.16,677,0
0.1148,802,0
0.1062,722,0
0.1253,707,0
0.1183,717,0
0.16,662,0
0.1322,697,0
0.0859,757,0
0.0859,792,0
0.0859,752,0
0.0894,732,0
0.1253,712,0
0.0859,752,0
0.1392,672,1
0.1148,717,0
0.0859,802,0
0.1218,722,0
0.1322,732,0
0.1114,717,0
0.1392,747,0
0.1148,737,0
0.0859,732,1
0.1496,707,0
0.1253,692,0
0.074,772,0
0.1426,727,0
0.0894,727,1
0.2121,662,1
0.1426,677,0
0.0774,762,0
0.0894,727,0
0.16,752,0
0.0774,752,0
0.1531,672,0
0.1565,687,0
0.0894,732,0
0.1183,732,1
0.1148,702,1
0.1218,737,1
0.0859,782,0
0.1461,682,0
0.1148,757,0
0.1183,702,0
0.1496,662,1
0.1635,667,1
0.0894,762,0
0.0894,777,0
0.1392,692,0
0.0859,742,1
0.1253,727,0
0.0774,777,0
0.1531,662,0
0.0859,752,1
0.1461,662,0
0.1392,672,0
0.1148,777,0
0.1183,742,0
0.1531,672,0
0.1148,742,0
0.1287,692,0
0.16,662,1
0.1218,722,0
0.1496,667,0
0.1322,717,0
0.1392,682,0
0.1878,662,0
0.1287,717,0
0.0859,792,0
0.1496,687,0
0.1565,662,0
0.1461,667,1
0.1183,712,0
0.1218,762,0
0.1357,707,0
0.1287,682,0
0.167,677,1
0.1357,702,0
0.1426,722,0
0.0859,782,0
0.1287,697,0
0.1426,732,0
0.1531,677,1
0.1357,677,0
0.1565,687,1
0.1565,677,0
0.1322,682,1
0.0894,752,0
0.0894,752,0
0.1218,722,0
0.1739,662,0
0.1565,677,0
0.1253,702,0
0.1218,737,0
0.1114,732,0
0.1183,702,0
0.1114,742,0
0.1253,687,1
0.1218,737,0
0.0774,772,0
0.1148,727,0
0.1496,682,0
0.1426,692,0
0.0894,752,0
0.1461,677,0
0.1461,767,0
0.0859,762,0
0.1357,682,0
0.0751,737,0
0.1426,677,0
0.1322,727,1
0.1461,667,0
0.1322,697,0
0.0894,757,0
0.074,752,0
0.1148,747,1
0.1218,712,0
0.1114,772,0
0.1565,672,0
0.1183,722,0
0.0705,772,0
0.1218,732,0
0.1565,662,0
0.1496,667,0
0.1287,697,0
0.0894,722,0
0.1148,712,0
0.1426,677,0
0.1114,772,0
0.1357,682,0
0.1322,702,0
0.1392,682,0
0.0705,792,0
0.1218,702,1
0.0705,797,0
0.0894,737,0
0.1253,682,0
0.0859,772,0
0.1253,737,0
0.1183,722,1
0.074,772,0
0.1218,722,0
0.1496,662,0
0.1426,682,0
0.1148,777,0
0.1148,802,1
0.1253,697,0
0.1739,687,1
0.0859,752,0
0.1183,752,0
0.0705,777,0
0.1183,702,0
0.1183,747,0
0.1218,712,0
0.0894,752,0
0.1183,747,0
0.1253,697,0
0.0774,792,0
0.0859,742,0
0.0859,742,0
0.1531,682,0
0.1426,707,1
0.1114,712,0
0.0774,797,0
0.1322,692,0
0.0894,797,0
0.0859,752,0
0.1253,702,0
0.0774,807,0
0.1496,667,0
0.1183,692,0
0.1426,677,0
0.1148,727,0
0.0859,757,0
0.1357,687,0
0.1392,682,0
0.1287,692,0
0.06,677,0
0.1148,712,0
0.167,717,0
0.1392,667,0
0.1357,727,0
0.1148,717,0
0.1114,772,1
0.0894,777,0
0.1253,702,0
0.0894,747,0
0.0894,767,0
0.1982,692,0
0.1357,702,0
0.0774,787,0
0.1253,712,1
0.1322,692,0
0.1426,747,1
0.1322,687,0
0.1357,677,0
0.1253,792,0
0.1287,697,0
0.1392,692,0
0.1114,747,0
0.0774,772,0
0.1322,697,0
0.1426,682,1
0.1565,747,0
0.0859,767,0
0.1218,717,0
0.1183,737,0
0.1218,752,0
0.1183,707,0
0.1114,782,0
0.1461,667,0
0.1322,682,1
0.0894,787,0
0.074,757,0
0.1148,782,0
0.1218,707,0
0.1183,722,0
0.2121,667,0
0.1218,707,0
0.1531,727,1
0.1357,687,0
0.1392,672,0
0.1635,662,0
0.1218,717,0
0.1253,717,0
0.0894,742,0
0.1322,692,0
0.0859,737,0
0.1114,707,0
0.0774,782,1
0.1218,727,0
0.1496,692,1
0.1322,682,0
0.0894,722,0
0.1218,747,0
0.16,672,0
0.1218,727,0
0.1496,702,0
0.1635,717,1
0.0859,752,0
0.1148,722,0
0.1114,757,0
0.1114,732,0
0.0894,727,0
0.1392,667,1
0.1565,762,0
0.1253,727,0
0.0774,757,0
0.1287,712,0
0.0774,752,0
0.167,697,0
0.1635,672,0
0.1322,707,0
0.0894,772,0
0.074,792,0
0.1531,682,0
0.1322,707,0
0.0894,722,0
0.1183,732,0
0.0774,747,0
0.1148,717,0
0.0774,792,0
0.1253,707,0
0.074,767,0
0.16,697,0
0.1183,727,0
0.1287,692,0
0.1114,772,0
0.0859,767,0
0.0774,802,0
0.1148,732,0
0.1565,672,0
0.1357,682,0
0.1114,722,0
0.1392,672,0
0.0859,747,0
0.0894,762,0
0.1322,682,1
0.1287,702,0
0.1287,697,0
0.167,662,0
0.1114,747,0
0.1357,682,1
0.1183,722,0
0.1565,662,0
0.1183,707,1
0.1183,757,0
0.1287,692,1
0.1322,697,0
0.0774,737,0
0.1426,672,0
0.1183,707,0
0.0859,752,0
0.167,697,1
0.1253,727,0
0.1496,692,0
0.0894,712,1
0.1253,722,0
0.1287,687,0
0.0894,817,0
0.1253,707,0
0.1218,707,0
0.1114,742,0
0.1114,717,0
0.1635,702,1
0.1392,682,0
0.0894,717,0
0.0894,762,0
0.1287,677,0
0.1322,707,0
0.1461,682,0
0.0894,737,0
0.0774,777,0
0.1322,692,0
0.1183,777,0
0.0859,757,0
0.1218,727,0
0.1774,687,1
0.1392,692,0
0.0894,757,0
0.1461,707,0
0.1148,747,1
0.0859,742,0
0.1531,677,0
0.1218,747,0
0.1287,702,0
0.074,787,0
0.0774,767,0
0.0894,737,1
0.0788,732,0
0.1531,712,0
0.0859,772,0
0.1357,702,0
0.1148,777,0
0.1287,697,0
0.0894,742,0
0.0859,812,0
0.0894,742,0
0.1459,672,0
0.1392,757,1
0.0894,742,0
0.1253,697,0
0.1218,787,0
0.1114,732,0
0.0894,727,0
0.0894,747,0
0.1426,667,0
0.1322,692,1
0.1426,707,0
0.0894,737,0
0.1322,687,0
0.1114,747,0
0.1148,757,0
0.0859,757,0
0.1496,687,0
0.1426,692,0
0.1774,667,0
0.0894,777,0
0.1218,742,0
0.1114,727,0
0.1496,772,0
0.0894,737,0
0.1114,737,0
0.1531,792,0
0.0774,742,0
0.1392,672,0
0.1114,732,1
0.1253,722,0
0.1183,737,0
0.1183,697,0
0.1253,722,0
0.1114,717,0
0.167,742,1
0.0894,747,1
0.1218,747,1
0.1385,722,0
0.0774,742,0
0.1114,752,0
0.1357,682,0
0.1426,672,0
0.167,687,1
0.0894,742,0
0.1531,667,0
0.0894,797,0
0.1426,722,1
0.0894,727,0
0.1426,672,0
0.0859,742,0
0.1322,712,0
0.1218,727,0
0.1287,687,0
0.1253,712,0
0.1357,692,0
0.1531,667,0
0.1322,702,0
0.1322,687,0
0.1148,717,0
0.0859,737,0
0.1531,662,0
0.074,777,0
0.1461,662,0
0.1531,677,1
0.0859,757,0
0.1565,682,0
0.1426,667,0
0.16,662,0
0.1947,707,0
0.1148,717,0
0.1253,707,0
0.0859,727,0
0.1392,682,0
0.1148,772,0
0.1218,697,0
0.1878,662,0
0.1426,702,0
0.1183,702,0
0.1183,792,0
0.1253,702,0
0.1253,727,0
0.1287,677,0
0.1183,697,0
0.1253,727,0
0.1496,667,0
0.074,747,0
0.074,752,0
0.1183,727,0
0.1287,687,0
0.1148,717,0
0.0859,767,0
0.1878,667,0
0.1253,682,0
0.1148,792,0
0.1148,727,0
0.1496,667,0
0.1392,707,0
0.1114,717,0
0.0859,742,0
0.1218,742,0
0.1287,697,0
0.1357,672,0
0.1025,727,0
0.1025,752,0
0.1099,722,0
0.1114,747,0
0.1183,762,0
0.0894,762,0
0.1287,737,1
0.1809,692,0
0.1253,707,1
0.0894,752,0
0.1253,732,0
0.0894,727,1
0.074,762,0
0.1357,687,0
0.0774,757,0
0.1218,722,0
0.16,732,0
0.167,672,0
0.1183,737,0
0.0774,767,0
0.1183,737,1
0.1218,727,0
0.0894,722,0
0.0894,737,0
0.1392,672,0
0.1183,707,0
0.1253,702,0
0.1148,707,0
0.1357,667,0
0.1218,737,1
0.1218,757,0
0.1635,662,0
0.1114,762,0
0.0894,742,0
0.074,777,0
0.1114,742,0
0.1218,702,0
0.1114,732,0
0.1218,697,0
0.1357,707,0
0.1114,717,0
0.1218,742,1
0.1774,667,1
0.0859,757,0
0.1114,747,0
0.1531,697,0
0.1114,777,0
0.1183,792,0
0.0774,752,0
0.0859,757,0
0.1218,697,0
0.1426,672,0
0.1392,697,1
0.074,757,0
0.0859,762,0
0.1253,732,0
0.16,667,0
0.1322,702,0
0.1253,697,0
0.1253,692,0
0.0894,737,0
0.1114,712,0
0.1253,717,0
0.1392,732,1
0.1322,687,0
0.1287,717,0
0.1357,677,0
0.1531,682,0
0.1322,707,0
0.0859,752,0
0.1565,667,0
0.0774,777,0
0.0894,737,0
0.1392,697,1
0.1426,682,0
0.0894,727,0
0.0894,742,0
0.1322,717,1
0.1253,687,0
0.1218,692,0
0.1322,692,0
0.2086,662,1
0.1565,667,0
0.1287,682,0
0.1287,697,0
0.1426,667,0
0.1183,717,1
0.1426,682,0
0.1218,727,0
0.1635,707,0
0.1531,797,0
0.0894,732,0
0.1426,697,0
0.1218,697,0
0.1183,697,1
0.0894,722,1
0.1496,692,0
0.1774,672,0
0.0859,757,0
0.1322,682,0
0.1218,712,0
0.1287,687,0
0.1392,707,0
0.1253,747,0
0.1287,682,0
0.0894,752,0
0.1392,682,0
0.1218,687,1
0.1218,742,0
0.0774,787,0
0.1322,692,0
0.2121,672,0
0.1496,672,0
0.16,727,0
0.1253,747,0
0.1183,717,0
0.1218,712,0
0.1357,692,0
0.1183,707,0
0.1426,667,0
0.1136,702,0
0.1913,717,0
0.1461,687,0
0.1218,707,0
0.1183,707,0
0.0894,767,0
0.1183,717,0
0.1531,667,0
0.0894,782,0
0.0894,717,0
0.0894,742,0
0.0894,802,0
0.1426,687,0
0.1496,687,0
0.1357,692,0
0.1253,682,0
0.1253,687,0
0.1531,692,0
0.1287,707,0
0.1148,712,1
0.0859,812,0
0.0774,762,0
0.0859,767,0
0.1287,697,0
0.074,782,0
0.16,667,0
0.1322,732,1
0.1148,712,0
0.1183,767,0
0.1774,667,0
0.0894,722,0
0.1426,682,0
0.1565,742,0
0.0894,752,0
0.1565,662,1
0.1148,722,0
0.1287,707,0
0.0894,767,0
0.1253,697,0
0.1357,697,0
0.1357,712,0
0.1183,732,0
0.1114,732,0
0.1357,672,0
0.1148,707,0
0.1287,687,0
0.1183,747,0
0.1496,717,0
0.0894,737,0
0.0774,762,0
